run_id,sweep_value,seed,duration_ms,Treasury Volatility,Treasury Growth Rate,Final Treasury,Treasury Trend,Final Token Price,Proposal Pass Rate,Quorum Reach Rate
Treasury Resilience-treasury_stabilization_enabled=true_treasury_buffer_fraction=0_2_treasury_max_spend_fraction=0_1-run-013,treasury_stabilization_enabled=true_treasury_buffer_fraction=0.2_treasury_max_spend_fraction=0.1,668,2977,0.19958978614438863,-0.7207329549195455,12017.925879677343,-1.2797014663486106,1.4937368175575103,0.07142857142857142,0.36683417085427134
Treasury Resilience-treasury_stabilization_enabled=true_treasury_buffer_fraction=0_2_treasury_max_spend_fraction=0_1-run-015,treasury_stabilization_enabled=true_treasury_buffer_fraction=0.2_treasury_max_spend_fraction=0.1,670,2940,0.19417677733083596,-0.7201710868847427,12039.306914656823,-1.1260763044671909,1.5265017126474596,0.061224489795918366,0.335
Treasury Resilience-treasury_stabilization_enabled=true_treasury_buffer_fraction=0_2_treasury_max_spend_fraction=0_1-run-016,treasury_stabilization_enabled=true_treasury_buffer_fraction=0.2_treasury_max_spend_fraction=0.1,671,2865,0.208783207247088,-0.7203308708064237,12032.432401041598,-1.2439000286051198,15.813500747138947,0.13106796116504854,0.38967136150234744
Treasury Resilience-treasury_stabilization_enabled=true_treasury_buffer_fraction=0_2_treasury_max_spend_fraction=0_1-run-017,treasury_stabilization_enabled=true_treasury_buffer_fraction=0.2_treasury_max_spend_fraction=0.1,672,3029,0.1798552853674437,-0.7203713306490493,12030.691664326201,-0.7958240898864041,1.7261117056921924,0.08133971291866028,0.2744186046511628
Treasury Resilience-treasury_stabilization_enabled=true_treasury_buffer_fraction=0_2_treasury_max_spend_fraction=0_1-run-018,treasury_stabilization_enabled=true_treasury_buffer_fraction=0.2_treasury_max_spend_fraction=0.1,673,3126,0.1866300923795748,-0.6970721391529292,12032.728417276925,-0.831096156347955,8.925996284831593,0.05825242718446602,0.3055555555555556
Treasury Resilience-treasury_stabilization_enabled=true_treasury_buffer_fraction=0_2_treasury_max_spend_fraction=0_1-run-019,treasury_stabilization_enabled=true_treasury_buffer_fraction=0.2_treasury_max_spend_fraction=0.1,674,2962,0.20673203992074393,-0.7203919465300554,12029.80469051072,-1.1808473805270885,1.3493995823444593,0.04878048780487805,0.30288461538461536
Treasury Resilience-treasury_stabilization_enabled=true_treasury_buffer_fraction=0_2_treasury_max_spend_fraction=0_1-run-020,treasury_stabilization_enabled=true_treasury_buffer_fraction=0.2_treasury_max_spend_fraction=0.1,675,3045,0.21043319048197456,-0.7203789115365374,12030.365505638241,-1.3464154090569915,1.6928819360767948,0.06829268292682927,0.28095238095238095
Treasury Resilience-treasury_stabilization_enabled=true_treasury_buffer_fraction=0_2_treasury_max_spend_fraction=0_1-run-022,treasury_stabilization_enabled=true_treasury_buffer_fraction=0.2_treasury_max_spend_fraction=0.1,677,2961,0.19453192404023897,-0.6971764463451463,12028.585186237007,-1.0872094329676447,2.585962653817497,0.07006369426751592,0.34782608695652173
Treasury Resilience-treasury_stabilization_enabled=true_treasury_buffer_fraction=0_2_treasury_max_spend_fraction=0_1-run-021,treasury_stabilization_enabled=true_treasury_buffer_fraction=0.2_treasury_max_spend_fraction=0.1,676,3288,0.21359933682454443,-0.7230124868669585,11917.059052302779,-1.4510535946404142,1.4713547180829714,0.07142857142857142,0.3488372093023256
Treasury Resilience-treasury_stabilization_enabled=true_treasury_buffer_fraction=0_2_treasury_max_spend_fraction=0_1-run-023,treasury_stabilization_enabled=true_treasury_buffer_fraction=0.2_treasury_max_spend_fraction=0.1,678,3222,0.2016034603717581,-0.7063390689262259,11664.632696690995,-1.3246146930662346,1.2965073440975952,0.13145539906103287,0.3395348837209302
