run_id,sweep_value,seed,duration_ms,ecosystem.Inter-DAO Proposal Count,ecosystem.Inter-DAO Proposal Success Rate,ecosystem.Collaboration Proposal Rate,ecosystem.Treaty Proposal Rate,ecosystem.Resource Sharing Rate,ecosystem.Joint Venture Rate,ecosystem.Inter-DAO Voting Participation,ecosystem.Cross-DAO Approval Alignment,ecosystem.Total Shared Budget,ecosystem.Resource Flow Volume,ecosystem.Ecosystem Treasury Total,dao-1.Proposal Pass Rate,dao-2.Proposal Pass Rate,dao-3.Proposal Pass Rate,dao-1.Voter Participation Rate,dao-2.Voter Participation Rate,dao-3.Voter Participation Rate,dao-1.Final Treasury,dao-2.Final Treasury,dao-3.Final Treasury,dao-1.Treasury Growth Rate,dao-2.Treasury Growth Rate,dao-3.Treasury Growth Rate
Inter-DAO Cooperation-heterogeneous-governance-run-050,heterogeneous-governance,856,3165,44,0.2727272727272727,0.22727272727272727,0.4090909090909091,0.1590909090909091,0.20454545454545456,86.44317585402328,0.6590909090909091,131097.89811074734,42507.274453528225,9999.63255431652,,,,,,,,,,,,
Inter-DAO Cooperation-asymmetric-treasury-run-050,asymmetric-treasury,956,2964,58,0.2413793103448276,0.1724137931034483,0.25862068965517243,0.22413793103448276,0.3448275862068966,104.67540286335134,0.6551724137931034,138324.99018870294,45284.6947661601,23865.19728553831,,,,,,,,,,,,
Inter-DAO Cooperation-specialized-daos-run-050,specialized-daos,1056,3041,70,0.21428571428571427,0.2714285714285714,0.35714285714285715,0.2571428571428571,0.11428571428571428,113.83564398240989,0.5142857142857142,184208.74929986894,37226.76229313947,31769.67093481848,,,,,,,,,,,,
Inter-DAO Cooperation-isolated-daos-run-050,isolated-daos,1156,2560,0,0,0,0,0,0,0,0,0,0,35798.92733223023,,,,,,,,,,,,
Inter-DAO Cooperation-homogeneous-governance-run-051,homogeneous-governance,757,2441,53,0.18867924528301888,0.1509433962264151,0.2641509433962264,0.32075471698113206,0.2641509433962264,99.51604360037871,0.5660377358490566,152508.1856455654,56378.93653358333,23862.748608238515,0.5555555555555556,0.75,0.8571428571428571,0.38152610441767065,0.3373493975903615,0.3717728055077453,11921.745404831965,0,11941.003203406548,1.0697551151800955,1.0859760093676187,1.0547746967086493
Inter-DAO Cooperation-heterogeneous-governance-run-051,heterogeneous-governance,857,3501,48,0.3125,0.14583333333333334,0.25,0.22916666666666666,0.375,93.07353972551917,0.5416666666666666,224168.75987313688,35732.845603488386,21965.627091988405,,,,,,,,,,,,
Inter-DAO Cooperation-asymmetric-treasury-run-051,asymmetric-treasury,957,3091,42,0.23809523809523808,0.2619047619047619,0.21428571428571427,0.38095238095238093,0.14285714285714285,105.36482164369893,0.5952380952380952,219653.31169776618,42010.684326523915,9999.999885406509,,,,,,,,,,,,
Inter-DAO Cooperation-specialized-daos-run-051,specialized-daos,1057,3026,61,0.18032786885245902,0.26229508196721313,0.22950819672131148,0.26229508196721313,0.2459016393442623,118.6017924202274,0.5081967213114754,162527.2481329739,56447.26302823983,33881.4555609466,,,,,,,,,,,,
Inter-DAO Cooperation-isolated-daos-run-051,isolated-daos,1157,2378,0,0,0,0,0,0,0,0,0,0,35794.35009783597,,,,,,,,,,,,
Inter-DAO Cooperation-homogeneous-governance-run-052,homogeneous-governance,758,3449,51,0.27450980392156865,0.29411764705882354,0.23529411764705882,0.23529411764705882,0.23529411764705882,98.15361703578104,0.5294117647058824,244451.35682821274,26741.44986900501,23835.031373505517,0.8421052631578947,0.8461538461538461,0.7272727272727273,0.33164235890932153,0.32715477293790546,0.3152610441767068,11905.420336005482,0,11929.611037500035,1.09904110804051,1.0882697452614083,1.0415394986284292
Inter-DAO Cooperation-heterogeneous-governance-run-052,heterogeneous-governance,858,3330,44,0.13636363636363635,0.2727272727272727,0.22727272727272727,0.25,0.25,106.61616303572137,0.5681818181818182,93986.5680783987,27438.983612228185,31941.51109164856,,,,,,,,,,,,
